topo_id,state,county,2010-01,2010-02,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07
2020,AK,Anchorage,302505.9285714286,305707.14285714284,311438.60572667717,309144.70959320874,307948.2946609549,307366.1552785053,307635.3343310835,308049.9687921475,308359.90364457684,308409.08352441975,308441.84435225214,307993.345112001,308112.6845605163,308556.0288327174,308520.6312210145,307486.25050173694,308258.3593073064,309298.46594302036,310746.55968424975,314188.82233823254,315352.11607591785,316739.2221365412,317933.7706312064,320650.95438376575,323178.10696018155,324788.43237259,327278.8150066893,329982.9031398683,332825.327855306,337614.5347208828,340762.7399177281,343911.4625000543,345150.4055452477,344578.9020805982,344283.5089472985,343246.2678296356,342770.9413058797,342337.2334420557,341962.2064093846,341965.4043402287,341549.68486367405,341323.02867642173,342171.34750819585,343446.60838585446,343476.7350715641,343399.1741100374,343467.4968511379,343479.2993274907,343751.1367405143,342025.1561136433,340833.582282613,338929.71244418627,337001.8889677669,335605.0413559616,334507.8442836558,334399.73043875647,334354.0020245334,334570.6491202485,334834.1156955495,334931.5322451809,334712.0525071652,333781.95511677413,330087.93762505404,325606.35015188274,325303.48189368047,323972.6265644411,321424.9768796333,320429.9715421397,320370.0016098763,319600.65786263667,319040.0930188611,319015.57911767776,318339.9022022706,317879.8403255387,316684.5827645647,315546.33468368195,314473.88810692116,314974.68342209473,315702.12929386884,316507.06300581177,316759.9752354694,317081.9427111544
2090,AK,Fairbanks North Star,234175.0,246075.0,261749.46766569046,260504.88610895036,259485.59094657106,259991.9931563762,259883.71938662088,259148.05944129179,257109.88956398514,256873.42179316285,256243.0862310515,253502.00325226123,249810.18524985644,245891.9438307417,242455.41518577345,239379.1807166068,238727.5172615095,236021.58196478602,235129.9390718131,234702.20447917367,234001.3981489142,233066.0705069628,231146.58613241336,230829.12635777946,229496.40483639645,231045.39495713753,232460.13867713427,234319.2598928663,234294.29069020622,234158.1463530619,234080.08087441785,233914.7484358093,233011.6034445085,232769.0616135588,232408.59968475281,231816.8881983237,231906.85589030362,233135.3318579215,232277.40321505754,229402.65053094213,226757.63128268122,224907.6450129174,224081.0953172529,224338.7323387759,224336.73018691366,224842.89707532615,224888.6242509517,224909.9108588963,224909.21684103744,224976.837733472,223431.23131628925,221755.99077158736,220187.83465095947,220253.07037996702,222063.99915127477,225163.95491629327,228081.0332860543,229224.16221795767,231435.07292851584,233440.78603514246,234603.60739774245,235882.9418252713,235957.65588782902,236403.56681174095,236501.9353794179,236638.50096890275,237175.38020203455,237669.2786985923,237293.02139284497,236240.318331718,235059.6693909173,233232.0931756886,232309.02584142447,236738.02743898463,237513.4555090588,236948.23255328502,235901.6339010779,234944.02054186125,236273.6262633176,235887.2672060143,237171.78131233098,239579.63936533633
2110,AK,Juneau,263500.0,273000.0,308400.0826984887,311821.2964673153,320130.2549890914,326734.55785661086,330577.5157840215,332467.1131391521,335094.6241702643,336291.6373811236,336717.9898296369,336248.7648184847,332148.5875595149,330512.13027576794,330853.97517824924,330314.74406949757,330360.0255236633,332108.3320687911,334646.7588184673,338517.5412982754,344832.8144362278,350458.26034422783,354801.34308279224,356707.08659163094,357021.4651072756,358406.8026644483,359794.9799663883,361322.4807982832,365388.9992957713,367016.559171101,367680.0818501194,368667.1093684824,367266.8667702597,364717.7263074737,360070.08852498146,356969.77429644467,353123.2704267219,356070.5777084523,355800.23014635715,355836.5297079075,355465.0138059082,357569.0193539538,358196.6102483145,359177.91927162814,361113.3749283961,361882.1311679332,361715.59370446834,363256.19762831135,361107.5892086567,360725.74741380225,360736.06676574267,360603.8799620711,361192.2986415343,361033.925576102,360750.43895130296,362436.34238228836,362977.7431462263,362002.0803337109,362270.09556063893,362257.6783920629,361821.6514853032,355899.7082946587,355346.50472029805,355808.5793201401,353975.74677102745,353130.1516085552,358977.9609643576,360608.1233651562,366383.26615236694,368272.0437387006,372337.845830938,375941.9946407542,379199.88966392656,380293.1603878249,380611.05607017514,380450.0609045345,380438.7852354524,380901.9395732262,381354.5396716352,381494.4202809138,381636.82282806176,381300.7310846233
2122,AK,Kenai Peninsula,260450.0,260116.66666666666,270110.70276924816,265315.09992353874,261799.88875133052,256739.10580352024,253107.14084579158,248981.19826600215,243311.36923075665,239127.40417265968,239286.98532896815,239317.3504912255,239592.28270713132,239664.74443770584,239270.00155118175,239577.15778768447,239834.40218794442,239477.60690251616,239495.43540107616,238459.88598584977,237255.37520401354,236726.8933210111,236210.11046840946,233177.35047302305,232577.04929638057,232502.61516926327,230333.56750113168,226715.734107305,226038.9428786657,226693.19022629893,227497.83180885273,227715.87780955227,228988.81699399813,229586.10705133036,229696.6913156199,229943.3898093233,230259.79187797254,230502.13194853827,230200.3073707924,230298.79953639035,230232.57149787105,230439.2187949657,230935.86557605022,231444.9244804182,231894.34408728167,232379.2641295542,233443.81303090052,234388.43009720536,235709.74709340566,236291.89338664745,237047.0617037972,237088.2304670187,236954.56367957787,237107.94178905126,237218.42504291696,237328.36984215493,237586.31083781103,238196.799207056,237805.75824115193,236705.2326101432,235753.23521464586,236295.43691945562,237638.64441789789,237528.29009792765,237548.05466583115,237440.89496237127,245609.33137426848,253017.79717357238,259327.30892447388,262334.9458705084,265545.51178567274,268294.3751375018,269126.56582273624,269229.28895920253,269072.53018535615,268893.43526429695,268767.43495138333,268719.83583324915,268656.43678087683,268919.5104115233,269541.0092212403,270392.63661068754
2130,AK,Ketchikan Gateway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134744.8843804886,211764.7005117326,262134.9244109235,300149.22098816035,332755.1699173623,360840.77826127637,386215.6410984729,407155.93860220414,423769.42382542155,438696.51134291716,450506.0786219174,460842.85476067814,472882.7643666996,478750.99226121994
2150,AK,Kodiak Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159605.5641554865,229703.4306116007,283051.19313996844,328442.7070078552,367068.442277771,400428.1526013394,429568.95944259857,455268.4903625556,477304.4890810149,498028.9341748437,514677.1428974785,526965.9443677063,533551.9081690764,536505.2960888415,534728.0078359202,528357.4271459575,516391.5334862091,494585.8530194741,456433.68503069866,339997.8697387942,339999.18385851406,342639.79888628813,345498.24090590613,353765.15099029103,354995.13710469776,355472.0180367768,357049.01194239454,358326.8567023638,358447.20104252093,357322.0148416923,356584.7660099921,355516.13387238816,357500.2040028415,359310.0596961726,361091.4059794932,361903.8057756415,362869.02652188967,366113.0811043724,368908.4775721225,372939.4568520628,376731.7584096704,379434.0495227515,379350.17320895125
2170,AK,Matanuska Susitna,239900.0,236500.0,240142.76472526276,239287.30776905178,238199.9266864996,237551.06205033057,236745.46071046128,235317.52824917014,235078.22210362754,234583.9652132656,234576.59571222466,234622.7899326843,234375.65229097448,234160.57146381802,234166.0999957794,233425.1095997536,231629.10654280885,230738.84073899468,231253.00773771617,232981.50434461233,234935.69120223238,235918.2404926647,236668.3910504445,237404.819568775,237696.41970438717,237945.97762077177,238017.92295483444,238335.67276645405,239010.50552422777,239938.29217153328,240671.6600280001,241514.457120168,242311.99018477235,242006.31315052084,241439.20870175306,240731.60643241298,240449.32973326233,240828.63890079362,240789.0848598306,241267.5968154634,243742.32304092956,246244.95909539575,250470.7154507813,252666.82077368564,254783.7291307204,256775.43517108986,258552.21990000425,262127.85267277097,265541.1938729527,268911.24555930326,271756.2956759275,274206.45968841226,276495.0755669493,278772.6520845615,279381.3013258182,279159.8765202575,279225.92714334064,276791.83041901974,274620.2192070692,273218.394686803,272421.9616186744,271573.3589201286,271459.45078088564,270751.93227069406,270038.42078771925,269434.50317754975,269104.5914176671,270450.78575950983,272478.91192155547,273092.4166523691,273546.20040095353,274074.016146649,274241.12676997215,273926.4091351295,274082.9413774453,274274.15530846955,275192.5786971255,275557.26315077365,277568.2562549616,279705.16917934996,281842.19167638343,283162.3666557824
2220,AK,Sitka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223746.11797498108,318101.6994860053,390765.87528997497,447945.78009743534,490990.59700810025,528554.9557267639,559501.4080539526,580257.6477527685,603817.7717885876,626488.0303343451,643400.3195877919,655694.8861252235,664315.1596994719,667271.0279397456,664296.3391988658,656888.1296291787,643502.017719241,615841.7357012909,570006.6526615708,449389.4416185183,442391.8640074763,438285.1848679108,430561.04958622414,425731.420067146,428944.60701830825,437032.31969985814,442268.7329871505,444760.55843655096,447448.383835184,448851.4079959107,450103.0394259958,451953.0530911136,456142.6440116303,458234.7628324298,458487.0671935282,458638.0082986046,458818.6670645542,459377.82006668526,460388.5962389755,460921.9563356368,457505.5228171987,446996.42621658265,449122.20791121287,450562.1749953507,450555.0984456002,451048.62361377466,450783.416381329,449302.2156602269,449160.0725390888,449256.4981720924,449471.51928842574,454152.77927262645,454152.77927262645,455166.15068643156,455280.8546356657,454641.93452973705,454661.3451452835,454715.04525596974,454715.04525596974,458419.9199774226,470208.1076517776,472605.95018864854,480066.6997210823,485884.69593006367,486373.0891631524,487322.1581230627,489996.636709638,489847.7781053529,489308.80215191963,489021.4282548486,488978.0981553898,488295.72119651333,488305.4169312928,488325.8375597078
1001,AL,Autauga,179900.0,178900.0,177572.13083728938,177450.07303038033,177445.80270518534,179317.71428162872,182634.79782712596,183466.02534018704,184796.1549768378,185511.94745802818,186014.34902914535,185459.78479886678,185020.0530279179,185377.19318586035,185562.31009919575,185707.5953242367,185620.89735772356,185620.28139278683,185751.3203460346,185707.74862029526,185737.77021912823,185773.69466497935,186629.82726562818,187699.38757160064,188356.5071758939,189560.9631744755,188662.76986367517,188632.79270274614,187902.19436958368,186889.7607323727,185784.6043851878,185878.66593436513,186168.09921084053,185287.89937162874,183926.40296376788,182874.96294633904,181310.5759200943,180443.47319751765,178804.06834510167,178240.2818255443,178077.81420610574,178116.09011132052,180829.11872393088,181269.3520288464,181435.66565417178,180724.47889777427,180121.91854327646,179666.24236621492,178885.6783997635,179182.31943601946,179756.69489757204,179552.09476658812,178860.3584161585,178818.9664400951,180143.07767019473,180115.85598898865,181180.44621087663,182116.0075851844,182608.12836738222,183027.3892390048,183033.56355670578,182757.4096063482,180820.12617026592,181976.1237213511,182744.62887928664,183699.32079146526,184710.11467190544,185283.697774263,185203.28454617946,184828.63187596074,184966.74609774933,187177.97792551154,187734.75734266196,187458.62373155126,188866.78302606335,190784.4826752878,194961.4591510667,198729.39332247584,201388.0344730451,203792.67650263448,205972.61484568758,206835.9268667892
1003,AL,Baldwin,249193.75,250845.8125,243460.31371606005,240935.23465815542,239365.81518470755,237702.8843586374,235448.8213098702,233661.77333467687,231503.52251836058,229167.89837283312,227202.35301723148,224552.73885498923,223034.70136960287,221159.66930940072,218907.83331044752,217533.66635522523,217376.79784618507,217035.5709802828,217661.03754607396,217914.57542730818,217989.68883948462,220715.0105558417,223613.8777623118,226755.18546822408,229308.1526436898,232095.9329360608,234791.226182081,236560.35535190694,238362.8172616911,239725.04196971876,240971.86056367264,241908.61649427866,243426.67461662868,244247.58943630455,244556.3452855506,244162.67959569272,243325.8265854537,242228.09339320232,241492.6119247202,240927.56635304226,240366.9797635314,242584.40657823798,244261.934881387,246980.54998420435,248358.3374057944,250203.3133763264,252089.32019888653,252645.166413559,253169.9880576507,253615.5485327984,254412.26558561018,255424.25530786673,256986.78532472596,258689.8225282004,260423.98441601612,261267.29739521802,262064.72529979114,263655.2118204337,265684.768833623,267792.3353760816,268805.61453681794,270155.29827886843,271520.7135925225,272417.7735486899,272922.67395402613,273741.4249458688,274726.0711235496,276288.2458262,277762.87599494617,279158.0786464135,278599.95059606683,278071.5554156175,277517.7535203521,277296.7917867838,277067.2176636576,276347.15565402905,276167.51476717467,276361.4422854673,276306.9838152351,276015.2753232643,275986.489786077,275964.95210817124
