topo_id,state,abbreviation,2010-01,2010-02,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07
2,Alaska,AK,274036.1,277230.0,279416.974188332,276463.3971071695,274290.2386798637,272612.30928935885,270661.46071861597,268864.4932199722,268989.5296801867,269080.10257949104,269504.0293511714,269456.54583053367,269363.27111368824,269454.00749495847,269407.96874397947,268987.5031703373,269080.6688932411,270144.4640254908,271064.9584990187,273133.28886793606,274486.06783159275,275414.9503272437,276081.91910294,276890.92891563394,277661.3920346221,277296.8499077647,277678.6919009852,278059.7207259123,278776.9304397391,280277.01366338576,282027.8734388514,284502.8371192889,286372.9226709435,287735.4655287742,288142.95479376666,287633.86688930186,287191.9819583512,287096.0952745955,286949.24877211533,287036.51856999594,287710.8180824554,288578.2084811138,291095.82743122405,292745.8928650112,293565.2669678571,294145.98361656314,294723.4102751441,295196.0488833013,295317.7285759938,295688.69047159597,296298.6206481568,296391.47923655075,296570.0841551758,296677.771214297,297016.4749636414,297325.41855163185,297105.45617850055,295721.8944014876,294031.2451396649,292435.71322609246,292011.7669803718,291852.07812134083,291675.93476802023,292018.14957952674,292284.449482199,292073.90941152856,292096.23672566103,292850.1037919017,293515.77893362264,293825.22358092637,294167.36864203156,294870.83636965003,294872.4646282851,294835.8429863836,294836.16806351335,294718.02581179957,294532.4887117434,294636.40826280805,295473.1024134502,296243.7038028721,297475.16369843576,298641.04124149645
1,Alabama,AL,188337.13551401868,187864.07476635513,183170.60520485853,182393.73355144967,181593.63754349315,180744.87916910538,179848.80046060664,178964.93095671447,178061.89523907145,177179.36533650762,176574.32444245962,176069.29460812648,175725.00635273906,175216.55508072913,174676.38545280785,173805.50920604393,172954.51566156634,171934.3039068592,172053.4495576583,172203.37478270024,172778.68942984258,173819.11709384495,174449.32752050983,175099.08667262085,175612.42782420572,176054.36675965358,176385.15038628192,176595.30283721333,176972.29979746713,177382.72396832565,177741.39828067544,178114.15976510957,178652.75772811082,178671.09934311543,178546.0029346666,177954.6289348475,177355.18558692906,176836.54126348544,177135.3100952468,177178.0427303015,177198.16184626764,177329.24867042032,177690.44367201455,177892.39944842277,178022.16983146788,178200.56174858456,178321.93630911387,178749.5347406963,179206.1716670356,179432.8317553379,179776.20535495583,180104.33753962745,180084.77348124905,180711.22511922376,182192.25394286972,183388.08729207524,184859.05519495407,186105.9294173619,186673.78390146268,187335.34833330527,187790.39981951736,188381.429493655,188918.10441961812,189591.58281805,190016.15745905912,190369.73172903628,190876.85714803226,191695.7651711525,192402.4941630109,192865.13855465254,192910.77432576826,192619.46518067893,191732.70159675335,191158.86753971362,191057.2370917215,190936.11455400471,191026.6814805004,191343.18234946518,192349.40631948892,193425.1023368114,194379.3292433566,195142.30039119726
5,Arkansas,AR,159239.3650793651,158150.09523809524,159744.5738946176,159005.2904149193,158061.65910984276,157171.94652945935,156738.85700295737,156970.3550165787,157321.60372100965,157563.71267694287,157654.08442068097,157603.0624670001,157474.84211333448,157433.25890878603,157494.6144228476,157558.3673997024,157554.75982849058,157559.78846395327,157572.7510933646,157584.08888548316,157704.21223004913,157788.745509671,157789.43590440194,157784.12444922252,157796.72665065096,157878.1078959445,157526.0993080126,157069.64954163547,156539.79188561323,155926.43940903104,155672.42789941054,155678.47270562925,155926.7819757933,156459.0706364403,156888.53504499423,157082.34530628487,157238.23575945813,157269.2560381241,157210.70986412367,157246.86523970676,157480.6971461606,158229.27059389162,159332.33771846758,160951.17899418192,162798.57077142067,164195.08005550303,164919.96528311577,165048.80775303178,165099.8293517205,165133.73026322573,165146.12778165826,165147.47207597317,165263.75071087535,165586.7592266783,165902.3526782238,166276.163767528,166784.15280547334,167134.3970327247,167067.47200473648,166990.92719064438,166702.96584733998,166634.3416730316,166957.10028078355,167281.5283161376,167270.17713293547,167507.3547039122,169410.2863735133,171182.53957738384,173354.60855304354,174955.27199144234,175835.84943179227,176599.61886240751,177187.4405131624,177869.5393978586,178455.31701302622,179073.20309022992,179675.09881973948,180300.57254311733,180696.82199606227,180958.21711797817,181033.61954388418,180833.37600973804
4,Arizona,AZ,259951.1150793651,257748.50396825396,245878.471559871,242210.12680719217,239650.44679713197,237165.3120618698,235290.9226986434,235546.9876215506,236495.67480967825,237611.7893146681,238994.39414908213,241058.28467414965,243278.83424514887,245779.6211629184,248170.41443620727,251141.7064076913,254425.9182864308,257281.09400361415,260157.90855298113,262358.43501747336,263775.51162545703,264511.1612892252,264763.63532341924,264849.26139869366,264525.54549978237,263604.5628665708,262883.25349336624,262279.8034866895,261857.9008676292,261192.50573971265,260237.48044689614,259493.70501091954,258828.71425286148,258393.71683839953,258126.36550874414,258162.3128796098,258006.7190742965,257658.50525804554,256667.73136243946,255624.96120553985,255008.0261629745,254997.43764405733,255521.48090135353,256603.11602113815,258239.1897704953,259381.7502786223,261014.2805604164,262876.3610458826,264742.7811734076,266669.205484068,268240.7339544324,269659.83716959966,271096.6495557354,272279.92058711534,273563.4461523603,274843.88990794297,276191.38626392966,276980.955156911,277499.82904181856,278136.02836599894,279028.56143476546,280171.0313651454,281213.8639281061,282349.3444201811,283583.6233926543,284847.58833529963,286674.32123199326,288958.5549913587,290795.3122724005,292256.5753023466,293286.08004168735,294122.1839221604,294917.70384228346,295813.6276951161,296750.3223198877,297861.4681918515,299153.322441313,300139.1662940231,301019.4320470544,302194.1683679853,303369.00849859184,304476.9302814209
6,California,CA,439534.28317535546,434727.366745283,436291.0675718398,433552.38576455624,430171.8828520072,426338.6737067488,421247.69026329106,417862.1493983386,415563.21844851656,414691.4445839122,415784.66888848005,419030.3610912621,423073.78887333185,427987.5262003519,433732.73566011095,440739.87514642754,449720.7401839254,460137.64377757616,473588.9295536438,487501.0294514039,501194.99546031037,512587.478800424,521409.3503522829,528942.2165345346,533520.0404416345,536290.474510509,538014.6366197295,538620.8509730225,538330.0841285423,537123.2532770308,535208.5964944175,532863.0783094494,529621.1660710973,526049.563352072,521305.3600293679,516028.75785999524,511137.56215021556,507065.43716503476,506457.64980123466,506679.7369307851,505951.14075473655,508040.86600509216,512290.66795362945,517955.12990231806,523534.5888910986,529234.6377279602,536441.2369044607,542606.3996720737,548897.107021539,554223.6036475678,560153.9765724909,566653.1068721439,573908.8849887712,581577.4600794496,588694.1505015215,595274.0370841568,601551.198382138,606110.4188789555,610202.177536604,613463.9888050935,616135.9118405598,619387.3729825554,623804.3737452494,627997.9455867457,631440.1583964712,634870.7055777716,639635.0839001113,644096.3695770684,648194.2364178745,651188.3807237021,653559.2903381138,655970.8222705569,658773.6050029021,662052.2464550108,665522.3255990124,669141.3386108476,673025.8597995396,676310.6781143006,679861.6934745585,683617.3080891258,687094.5313120866,689516.0373352682
8,Colorado,CO,263805.7761904762,262523.9380952381,261833.94285236447,260377.54657123022,258449.141498625,256501.64610838902,253786.95620068838,253510.49337921577,254333.47276845717,255509.70328690446,257205.4873074807,258624.6285683868,259959.6139063925,261336.6347961975,262271.6669752532,263595.6787230947,265086.1916507039,267702.9329958548,271222.8211992525,275219.67561106355,278697.8226980267,281412.268945629,283537.72164832236,286321.61081469984,288239.9908562842,290674.92855638603,292804.1222106201,294949.43896121066,298240.50074422633,301383.73476082186,304620.06937044655,307243.8478105422,310296.5937398759,312920.65930348926,315207.0150423716,317497.5986732437,319191.0677751557,320967.66945997305,323353.62484029913,327091.9102733705,330154.83842094487,332777.21443233977,335880.1591302502,339632.3862757969,342905.04222146014,350565.5817361538,358986.76986431656,366529.541521812,373502.0660426867,380432.8478869723,388112.9133731685,394950.3664375817,401366.7290246974,406470.98361777543,411211.7449093603,415728.35716252413,421979.65076801326,426332.21718109364,428815.1494366762,431513.45440079155,433457.87060598214,435010.03461890924,435989.9063722467,436789.1148171874,436102.00948493584,437902.41101897176,442022.41620330897,445312.6714523429,447169.14938240906,449307.97287678084,451720.1644351009,454257.5110797854,456639.08700268617,458302.9438369477,460592.88158725714,462464.1306335843,465551.2853231025,467815.60052275273,468701.8879642685,469470.2233902564,469945.27044952085,470390.18385640124
9,Connecticut,CT,366611.53658536583,366817.70967741933,358577.4534574157,355600.3982164964,352615.72901230835,350919.30778233614,348998.77884707955,349351.8941455874,349643.11459374917,349990.17264470743,350082.39272702776,350642.502811001,351555.8951065573,352664.5455129858,353167.72488827794,353726.37586457026,355099.22289200727,355663.07326729904,356022.2922565352,356774.7720314903,356655.40608766844,358296.54695565917,359399.4661052305,360561.5503330678,361635.7245830305,362394.6549518817,362774.0066783676,363830.4191240495,365601.7256682861,365902.6614925501,365626.35445476556,365724.0997138585,365819.0173929201,365840.2776655571,365130.4624396701,364249.9837722649,364102.3284966372,363557.2616460455,362915.88938690256,363317.8690291496,364101.73490824335,364435.8089388692,368945.31507217576,371851.0678029953,373878.42479167914,376013.7580615741,377587.48366229073,379041.12274154555,379772.4881194313,380365.12715114077,380847.1133258838,381102.379287479,381761.9239985722,382619.3185330776,385973.6453883064,388644.8858585956,390475.12850734574,392436.9593683693,393518.1888666924,399806.8570455251,403372.06904190703,406484.59478709823,409043.08354292746,411490.17392368393,415932.37811392645,419586.0011450544,422193.4491563162,423994.1899331908,424703.5467852153,424865.43347039033,424056.7342922124,422184.96915536246,420002.22890027973,417348.89884549927,416740.8409451435,416007.5522599687,414997.148091598,414431.30349244963,413377.23239711445,412892.9619071076,412895.11232703,412745.59121619666
11,District of Columbia,DC,351953.9285714286,357557.14285714284,382062.0555342764,384291.3913557018,388038.44278648717,391765.8994783838,397138.09880531277,401200.3271239121,405736.1781382904,411041.1793114889,413777.20194051095,414920.07590458286,415385.3878710412,416242.04281551926,417160.4123247846,417707.4465612205,420409.80196137313,423214.16388131527,452376.68956195057,478984.10406118585,500175.45779362955,513203.81037668395,519105.9015333576,526318.2438836606,535272.6607361424,543515.9841880586,549830.9411375081,556187.1762342633,561427.6941668197,567687.4548910388,571972.6131512497,572470.5077036816,572881.3895355578,571868.778432368,568223.9363964434,561809.8552678679,553600.0043597645,537766.5011030806,541554.9042450412,543617.3712790824,544445.763402246,549729.7047264316,552155.1287945447,556609.7085314607,559787.9232040184,560650.9710382984,562155.8497100928,565748.9245075193,569869.5120129521,572017.7190272058,575974.4889614504,579407.4140047692,579611.0346335513,579938.6071482608,582956.0665707603,585620.4595178039,587538.2715463616,590621.7946263618,590167.4424664731,588993.7142063176,586176.0567403686,586038.7422066749,586231.074756033,586129.0688691749,586396.3763452681,585715.5238665632,592166.1810976814,596571.7138922835,603519.4615496339,608340.3678036563,611488.6443215744,614565.5699820902,615723.8107658374,617312.5068303476,617831.1586936838,618713.8262203813,619331.4508624425,619813.604355646,620836.7416489596,621029.04143527,621411.4071182287,620764.5356690838
10,Delaware,DE,271997.0571428572,273476.97142857144,273608.73923748423,272058.9983994164,270124.4425176072,267846.5172334134,265302.6624203994,262636.5445361621,259912.489681741,257292.7992584036,255510.61179272473,254379.32817599954,253088.6157961921,252001.59712759874,250832.24171602374,249421.53140194516,248594.55851678134,249151.4193545141,249881.12233715493,252375.70712628114,253797.05136056288,254815.67802500294,255962.9712949457,257157.27616226813,257705.378172872,257975.45003779297,258484.96845114644,258733.6956057453,258994.75035597288,259365.9575993145,260708.9659502743,261731.74070907003,262490.49361019756,262915.88142021163,262880.1387462083,263117.06709111953,263226.14642921323,263317.64558890916,263198.37753496657,263270.8728971917,263270.3415257666,263389.9124821427,263864.0831808603,265442.3078522214,266587.37745473004,266977.82122053613,267454.3854900888,267154.25311789726,266854.6687834055,266522.02293507796,266543.2083020635,266594.19124416227,266633.60512533033,266925.9091245165,267572.0228779704,268701.1305674131,269360.59870013944,270206.59231598506,271195.8472327243,271560.70515354484,271404.82289311726,271342.0429704331,271244.9601357418,271179.6805419064,271115.19284117204,271126.9929145439,271673.32331582997,272290.0015277319,273135.93264882773,274407.2121486744,275474.4928293255,281540.1211290155,285449.75817447813,288753.00214608596,291303.902830077,293206.631867985,294837.73405457183,296209.00685135706,298170.6933055386,300629.5962986921,302737.1224922146,304524.24676838366
12,Florida,FL,236679.48101265822,234911.09367088607,224717.65799248725,221814.34704798926,219370.71582285938,217035.79826808785,214530.01644609106,212943.40280688184,212190.30036378306,211505.68248880625,211632.0504953586,212148.56779836814,212641.85428180525,214167.31011053757,215815.59869986595,218069.7190855238,220479.42851035544,223254.46834932212,226118.75697579066,229251.77372545362,231873.61736608951,234267.21967505547,236146.18359070196,238498.2870941936,241088.91478025928,243589.70021303478,245845.67736620558,248312.12319164525,250690.68049725916,252757.31719516622,254297.40571122163,255248.6095939562,255334.36049542535,256175.09582632495,256582.9058243886,257220.58209953838,257886.8439873122,259060.03810993396,260105.07106523545,261337.7626628073,262299.01905239146,263171.98403606034,263642.3230787313,264319.8657225021,265229.9286156872,266774.2978823832,268922.7336201825,271219.5756345309,273826.3485069157,276972.5013489298,281157.40012769477,284324.1134107889,286760.2926994727,289112.97014532326,291379.1012587696,293540.7727276244,295304.1441423416,297209.60830751364,298361.81323921325,299478.58420357376,300528.2881005775,301163.192592098,301283.8039866437,301324.14303863107,300976.76127521216,300830.9747193027,301060.6868161584,301586.42394083657,302241.72016184806,303159.4544063938,304284.11724799086,305459.5271997937,305902.92952708347,306588.8765514427,307359.41872459283,308063.2432829122,308887.5467835835,309648.32195746637,310217.13497739844,310946.3350080257,311819.474133071,312335.82480819954
